CLAVEALUMNO,MEAN_IMPKDE_Z,VISITAS,n_student_classroom_observations,n_unique_classroom_units,n_unique_professors,n_unique_subject_variants,n_unique_years,mean_raw_grade_numeric,mean_impmean,mean_impkde,mean_impkde_z
168625,-0.11492842776081176,2,5,5,4,4,3,7.82,7.82,7.82,-0.11492842776081176
168713,-0.06543045103441765,2,5,5,4,4,3,9.725,8.620000000000001,8.620000000000001,-0.06543045103441765
168741,0.24452774533618715,2,4,4,4,3,3,8.575,8.575,8.575,0.24452774533618715
168743,-0.4711676889549579,2,7,7,7,3,4,5.825,4.596071428571428,5.5,-0.4711676889549579
168851,0.7307571293793487,2,5,5,4,5,2,9.459999999999999,9.459999999999999,9.459999999999999,0.7307571293793487
168869,1.066879125508626,2,3,3,3,3,2,10.0,10.0,10.0,1.066879125508626
168959,0.3504215184514952,2,3,3,3,3,2,8.766666666666667,8.766666666666667,8.766666666666667,0.3504215184514952
169016,0.149468397726137,2,4,4,3,4,2,8.633333333333333,8.2875,8.25,0.149468397726137
169112,0.5629074834781277,2,2,2,2,2,2,9.149999999999999,9.149999999999999,9.149999999999999,0.5629074834781277
169123,0.15690793038832576,2,1,1,1,1,1,8.0,8.0,8.0,0.15690793038832576
169191,-0.8017371445799889,2,2,2,2,2,2,8.7,6.644444444444444,5.85,-0.8017371445799889
169426,0.6698418245074863,2,1,1,1,1,1,10.0,10.0,10.0,0.6698418245074863
169451,0.5525101896838246,2,4,4,4,4,2,9.55,9.55,9.55,0.5525101896838246
169682,0.7273892897606018,2,3,3,2,3,2,9.333333333333334,9.333333333333334,9.333333333333334,0.7273892897606018
169815,0.6034716325452578,2,4,4,4,4,3,9.975,9.975,9.975,0.6034716325452578
169903,0.3627437659751623,2,4,4,4,4,2,8.8,8.8,8.8,0.3627437659751623
169958,0.30909846444225153,2,4,4,3,4,2,9.225,9.225,9.225,0.30909846444225153
169964,-0.07281276928452937,2,1,1,1,1,1,8.8,8.8,8.8,-0.07281276928452937
169990,0.5566665970552297,2,4,4,3,4,2,8.875,8.875,8.875,0.5566665970552297
