visits_k,student_count_exact_k,student_prop_exact_k,student_count_le_k,student_cum_prop_le_k,student_count_ge_k,student_tail_prop_ge_k,student_mean_visits_given_ge_k,student_continuation_prob_ge_k_plus_1_given_ge_k,student_hazard_prob_eq_k_given_ge_k
90,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
91,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
92,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
93,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
94,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
95,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
96,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
97,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
98,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
99,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
100,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
101,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
102,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
103,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
104,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
105,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
106,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
107,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
108,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
109,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
110,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
111,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
112,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
113,0,0.0,10411,0.999807932392202,2,0.00019206760779794487,115.0,1.0,0.0
114,1,9.603380389897244e-05,10412,0.999903966196101,2,0.00019206760779794487,115.0,0.5,0.5
115,0,0.0,10412,0.999903966196101,1,9.603380389897244e-05,116.0,1.0,0.0
116,1,9.603380389897244e-05,10413,1.0,1,9.603380389897244e-05,116.0,0.0,1.0
